date|stake|user|outcome|dice11|dice12|dice21|dice22
2021-05-28 15:31:00|1|The Emerald Derp Leader|L|2|2|2|5
2021-05-28 15:49:00|5|Benjaniniooo|L|2|4|5|3
2021-05-29 12:53:00|100|Benjaniniooo|W|6|2|1|3
2021-05-29 14:13:00|100|Benjaniniooo|W|4|5|5|3
2021-05-29 17:06:00|50|The Emerald Derp Leader|L|3|2|6|1
2021-05-29 17:06:00|20|swr|W|5|6|1|6
2021-05-29 18:40:00|150|Benjaniniooo|L|4|1|5|5
2021-05-29 21:25:00|200|Benjaniniooo|L|5|1|6|4
2021-05-29 21:40:00|50|Cefqrn|W|4|6|5|3
2021-05-30 09:35:00|30|bag|L|1|3|5|3
2021-05-30 09:39:00|6|Cefqrn|L|1|3|5|6
2021-05-30 14:08:00|210|Benjaniniooo|W|3|4|2|3
2021-05-30 14:13:00|10|swr|L|2|2|5|1
2021-05-30 14:14:00|10|qookie|L|2|1|3|6
2021-05-30 15:47:00|240|Benjaniniooo|L|5|1|2|5
2021-05-30 16:56:00|240|Benjaniniooo|D|1|5|1|5
2021-05-30 18:02:00|50|bag|L|2|2|2|5
2021-05-30 18:14:00|240|Benjaniniooo|D|3|2|1|4
2021-05-30 19:49:00|240|Benjaniniooo|W|6|4|1|5
2021-05-30 19:52:00|1|Cefqrn|L|2|3|6|6
2021-05-30 19:52:00|3|Binkiklou|W|2|5|3|3
2021-05-30 21:00:00|240|Benjaniniooo|W|1|4|1|3
2021-05-30 22:01:00|240|Benjaniniooo|W|6|2|4|2
2021-05-31 00:35:00|16|Cefqrn|L|3|3|5|2
2021-05-31 00:37:00|240|Hopson|L|4|1|5|3
2021-05-31 06:12:00|240|Cefqrn|L|2|3|3|6
2021-05-31 17:31:00|240|Benjaniniooo|L|3|2|4|6
2021-05-31 18:32:00|240|Benjaniniooo|W|5|6|5|4
2021-05-31 20:46:00|240|Binkiklou|W|4|3|2|3
2021-05-31 21:28:00|115|Benjaniniooo|W|2|5|1|2
2021-05-31 22:37:00|221|Benjaniniooo|W|2|6|2|5
2021-06-01 15:20:00|240|Benjaniniooo|L|1|1|6|4
2021-06-01 18:30:00|100|swr|W|5|2|3|1
2021-06-01 19:57:00|100|WorldTeller|L|4|6|6|5
2021-06-01 21:12:00|10|Cefqrn|W|1|6|1|2
2021-06-02 18:19:00|240|Benjaniniooo|L|4|1|4|4
2021-06-03 01:12:00|240|bag|W|6|4|3|4
2021-06-03 01:12:00|50|WorldTeller|W|5|2|3|2
2021-06-03 01:15:00|10|Ascended|L|1|3|4|1
2021-06-03 18:33:00|240|Benjaniniooo|D|4|6|5|5
2021-06-04 15:35:00|240|Benjaniniooo|W|6|4|1|1
2021-06-04 18:55:00|240|Benjaniniooo|W|4|2|1|3
2021-06-05 03:07:00|120|WorldTeller|W|6|5|1|4
2021-06-05 03:09:00|240|WorldTeller|W|2|3|3|1
2021-06-05 03:09:00|240|WorldTeller|L|4|2|3|4
2021-06-05 03:09:00|240|WorldTeller|L|6|3|4|6
2021-06-05 03:09:00|240|WorldTeller|L|1|2|3|3
2021-06-05 03:10:00|240|WorldTeller|L|5|1|5|3
2021-06-05 03:10:00|240|WorldTeller|L|3|6|6|6
2021-06-05 03:11:00|240|WorldTeller|D|1|4|4|1
2021-06-05 03:11:00|240|WorldTeller|L|1|2|5|5
2021-06-05 03:11:00|240|WorldTeller|W|6|1|3|2
2021-06-05 03:12:00|240|WorldTeller|W|2|6|3|2
2021-06-05 03:12:00|240|WorldTeller|D|1|6|1|6
2021-06-05 03:12:00|240|WorldTeller|W|6|1|1|4
2021-06-05 03:13:00|240|WorldTeller|L|3|1|1|4
2021-06-05 03:13:00|240|WorldTeller|W|6|6|0|0
2021-06-05 03:13:00|30|WorldTeller|L|1|2|1|6
2021-06-05 03:14:00|30|WorldTeller|W|3|5|4|1
2021-06-05 03:14:00|30|WorldTeller|L|1|2|5|4
2021-06-05 03:14:00|240|WorldTeller|W|4|4|2|3
2021-06-05 03:19:00|120|WorldTeller|W|5|1|1|1
2021-06-05 03:19:00|240|WorldTeller|W|6|6|0|0
2021-06-05 03:19:00|120|WorldTeller|W|6|1|2|4
2021-06-05 03:20:00|240|WorldTeller|L|2|4|1|6
2021-06-05 03:20:00|120|WorldTeller|L|4|1|5|5
2021-06-05 03:20:00|240|WorldTeller|L|3|4|5|6
2021-06-05 03:20:00|240|WorldTeller|W|6|6|0|0
2021-06-05 03:21:00|240|WorldTeller|W|6|4|3|3
2021-06-05 03:21:00|120|WorldTeller|W|1|4|1|3
2021-06-05 12:28:00|240|Benjaniniooo|L|4|2|4|5
2021-06-05 14:21:00|240|Benjaniniooo|L|3|2|6|3
2021-06-05 16:09:00|163|WorldTeller|L|3|3|5|2
2021-06-05 16:10:00|240|WorldTeller|W|6|6|0|0
2021-06-05 16:10:00|75|WorldTeller|W|6|5|5|3
2021-06-05 17:06:00|125|WorldTeller|W|5|2|2|1
2021-06-05 17:08:00|100|WorldTeller|W|5|4|5|2
2021-06-05 18:25:00|240|WorldTeller|D|4|4|4|4
2021-06-05 18:25:00|240|WorldTeller|L|4|2|5|5
2021-06-05 18:25:00|240|WorldTeller|W|6|6|0|0
2021-06-05 18:25:00|240|Cefqrn|W|5|6|3|2
2021-06-05 18:40:00|240|WorldTeller|L|5|3|5|6
2021-06-05 18:40:00|240|WorldTeller|L|4|1|6|4
2021-06-05 18:40:00|240|WorldTeller|W|2|4|2|3
2021-06-05 18:40:00|240|WorldTeller|L|1|4|6|1
2021-06-05 18:41:00|125|WorldTeller|W|3|3|2|2
2021-06-05 18:41:00|240|WorldTeller|L|2|2|6|3
2021-06-05 18:41:00|240|WorldTeller|D|3|4|3|4
2021-06-05 18:41:00|240|WorldTeller|W|5|2|1|5
2021-06-05 18:42:00|240|WorldTeller|L|1|3|1|4
2021-06-05 18:42:00|240|WorldTeller|D|1|5|4|2
2021-06-05 18:42:00|240|WorldTeller|D|1|5|5|1
2021-06-05 18:42:00|240|WorldTeller|L|1|2|6|6
2021-06-05 18:42:00|240|WorldTeller|L|1|5|6|6
2021-06-05 18:43:00|240|WorldTeller|W|3|5|4|1
2021-06-05 18:43:00|240|WorldTeller|W|6|3|2|6
2021-06-05 18:44:00|240|WorldTeller|W|3|4|4|2
2021-06-05 18:44:00|240|WorldTeller|L|3|3|4|5
2021-06-05 18:44:00|240|WorldTeller|W|6|6|0|0
2021-06-05 18:44:00|240|WorldTeller|L|4|4|5|6
2021-06-05 18:45:00|240|WorldTeller|D|4|5|6|3
2021-06-05 18:45:00|240|WorldTeller|W|2|6|5|1
2021-06-05 18:45:00|240|WorldTeller|D|1|6|6|1
2021-06-05 18:46:00|240|WorldTeller|L|2|3|4|4
2021-06-05 18:46:00|240|WorldTeller|L|4|2|2|6
2021-06-05 18:47:00|240|WorldTeller|W|6|2|1|6
2021-06-05 18:47:00|240|WorldTeller|L|3|5|5|6
2021-06-05 18:47:00|240|WorldTeller|L|5|2|6|3
2021-06-05 18:54:00|240|Cefqrn|W|5|6|6|2
2021-06-05 18:58:00|240|WorldTeller|L|1|1|1|3
2021-06-05 18:58:00|240|WorldTeller|W|5|3|2|4
2021-06-05 18:59:00|240|WorldTeller|L|1|1|6|5
2021-06-05 18:59:00|240|WorldTeller|W|5|2|1|5
2021-06-05 18:59:00|10|WorldTeller|W|6|6|0|0
2021-06-05 18:59:00|10|WorldTeller|W|6|1|4|2
2021-06-05 19:00:00|10|WorldTeller|L|4|2|6|2
2021-06-05 19:00:00|20|WorldTeller|D|6|1|6|1
2021-06-05 19:00:00|20|WorldTeller|L|5|2|6|2
2021-06-05 19:00:00|40|WorldTeller|L|2|3|2|5
2021-06-05 19:00:00|80|WorldTeller|L|3|1|1|6
2021-06-05 19:00:00|160|WorldTeller|L|5|1|2|5
2021-06-05 19:01:00|240|WorldTeller|L|3|1|2|4
2021-06-05 19:01:00|240|WorldTeller|W|4|5|2|6
2021-06-05 19:01:00|10|WorldTeller|D|1|5|3|3
2021-06-05 19:01:00|10|WorldTeller|W|4|4|1|6
2021-06-05 19:03:00|10|WorldTeller|L|3|1|5|6
2021-06-05 19:03:00|20|WorldTeller|L|2|1|5|3
2021-06-05 19:03:00|40|WorldTeller|L|1|4|6|1
2021-06-05 19:04:00|80|WorldTeller|W|6|6|0|0
2021-06-05 19:04:00|10|WorldTeller|W|1|6|2|1
2021-06-05 19:05:00|10|WorldTeller|W|3|5|3|1
2021-06-05 19:05:00|240|Binkiklou|W|5|6|2|3
2021-06-05 19:05:00|10|WorldTeller|W|6|3|6|1
2021-06-05 19:05:00|10|WorldTeller|W|5|6|1|2
2021-06-05 19:05:00|10|WorldTeller|W|6|5|3|4
2021-06-05 19:06:00|10|WorldTeller|L|1|3|5|4
2021-06-05 19:06:00|20|WorldTeller|L|1|3|4|3
2021-06-05 19:06:00|40|WorldTeller|W|3|3|1|4
2021-06-05 19:06:00|10|WorldTeller|D|3|4|2|5
2021-06-05 19:07:00|10|WorldTeller|W|3|3|3|1
2021-06-05 19:07:00|240|Benjaniniooo|D|4|6|4|6
2021-06-05 19:07:00|240|Benjaniniooo|L|2|6|6|3
2021-06-05 19:07:00|240|WorldTeller|D|4|4|6|2
2021-06-05 19:07:00|240|WorldTeller|W|6|6|0|0
2021-06-05 19:07:00|240|WorldTeller|L|2|1|5|5
2021-06-05 19:07:00|240|WorldTeller|D|2|4|4|2
2021-06-05 19:08:00|240|WorldTeller|L|3|2|1|5
2021-06-05 19:08:00|100|swr|W|1|6|2|1
2021-06-05 19:08:00|240|moonsheep|W|2|6|4|2
2021-06-05 19:08:00|240|WorldTeller|L|2|3|4|3
2021-06-05 19:08:00|240|Benjaniniooo|W|2|2|1|1
2021-06-05 19:08:00|240|WorldTeller|W|2|5|1|1
2021-06-05 19:08:00|240|Benjaniniooo|D|3|4|6|1
2021-06-05 19:08:00|240|moonsheep|W|2|6|2|4
2021-06-05 19:08:00|240|WorldTeller|L|1|5|4|4
2021-06-05 19:08:00|240|Benjaniniooo|L|6|1|6|4
2021-06-05 19:09:00|240|WorldTeller|W|1|5|1|1
2021-06-05 19:09:00|240|Benjaniniooo|L|4|3|5|5
2021-06-05 19:09:00|240|WorldTeller|L|2|2|5|2
2021-06-05 19:09:00|240|Benjaniniooo|L|4|2|1|6
2021-06-05 19:09:00|240|moonsheep|L|3|2|5|4
2021-06-05 19:09:00|240|WorldTeller|L|5|2|5|3
2021-06-05 19:09:00|240|Benjaniniooo|W|2|5|4|1
2021-06-05 19:09:00|240|moonsheep|D|1|5|3|3
2021-06-05 19:09:00|240|Benjaniniooo|W|3|6|3|2
2021-06-05 19:09:00|240|moonsheep|L|4|2|4|3
2021-06-05 19:10:00|240|Cefqrn|W|6|5|4|4
2021-06-05 19:10:00|240|Benjaniniooo|L|1|3|3|5
2021-06-05 19:10:00|240|moonsheep|L|1|1|2|1
2021-06-05 19:10:00|240|Benjaniniooo|D|2|1|2|1
2021-06-05 19:10:00|240|moonsheep|W|2|6|3|3
2021-06-05 19:10:00|240|WorldTeller|W|5|6|3|2
2021-06-05 19:10:00|240|Benjaniniooo|W|6|5|1|2
2021-06-05 19:11:00|240|moonsheep|W|5|6|5|2
2021-06-05 19:11:00|240|WorldTeller|D|1|3|3|1
2021-06-05 19:11:00|240|moonsheep|L|3|1|3|2
2021-06-05 19:11:00|240|WorldTeller|L|2|2|5|5
2021-06-05 19:11:00|240|Benjaniniooo|L|5|4|5|5
2021-06-05 19:11:00|240|swr|L|1|3|4|1
2021-06-05 19:11:00|240|moonsheep|L|1|4|4|4
2021-06-05 19:11:00|240|WorldTeller|L|4|3|3|5
2021-06-05 19:11:00|240|Benjaniniooo|W|2|5|1|3
2021-06-05 19:12:00|240|moonsheep|W|4|6|1|2
2021-06-05 19:12:00|240|WorldTeller|W|1|6|3|1
2021-06-05 19:12:00|240|Benjaniniooo|L|3|3|1|6
2021-06-05 19:12:00|100|Binkiklou|W|6|3|3|3
2021-06-05 19:12:00|240|WorldTeller|W|2|5|2|3
2021-06-05 19:12:00|240|Cefqrn|W|5|2|1|1
2021-06-05 19:12:00|240|moonsheep|W|4|1|1|2
2021-06-05 19:12:00|100|Binkiklou|W|3|5|3|3
2021-06-05 19:13:00|240|WorldTeller|W|2|5|4|1
2021-06-05 19:12:00|240|Benjaniniooo|W|2|5|2|1
2021-06-05 19:13:00|240|Cefqrn|D|3|4|3|4
2021-06-05 19:13:00|240|Binkiklou|L|5|2|4|4
2021-06-05 19:13:00|240|Benjaniniooo|L|2|5|6|4
2021-06-05 19:13:00|240|moonsheep|L|4|3|5|6
2021-06-05 19:13:00|240|Cefqrn|W|6|5|3|6
2021-06-05 19:13:00|240|Benjaniniooo|L|1|1|6|1
2021-06-05 19:13:00|240|WorldTeller|L|1|1|3|3
2021-06-05 19:13:00|240|moonsheep|L|1|4|6|2
2021-06-05 19:14:00|240|Benjaniniooo|L|1|5|5|3
2021-06-05 19:14:00|240|Cefqrn|L|1|3|2|5
2021-06-05 19:14:00|240|WorldTeller|L|3|2|6|3
2021-06-05 19:14:00|240|moonsheep|W|6|2|1|4
2021-06-05 19:14:00|240|Cefqrn|D|4|5|3|6
2021-06-05 19:14:00|240|Benjaniniooo|L|1|1|2|2
2021-06-05 19:14:00|240|WorldTeller|W|6|5|4|5
2021-06-05 19:15:00|240|Benjaniniooo|L|1|1|5|1
2021-06-05 19:15:00|240|WorldTeller|W|1|6|4|2
2021-06-05 19:15:00|240|Cefqrn|L|5|2|3|5
2021-06-05 19:15:00|240|moonsheep|L|1|1|2|6
2021-06-05 19:15:00|240|Benjaniniooo|W|5|1|3|2
2021-06-05 19:15:00|10|Binkiklou|W|5|2|3|2
2021-06-05 19:15:00|240|WorldTeller|W|5|6|6|1
2021-06-05 19:15:00|240|Cefqrn|W|5|3|1|1
2021-06-05 19:15:00|240|Benjaniniooo|D|6|2|3|5
2021-06-05 19:15:00|240|moonsheep|L|2|3|3|5
2021-06-05 19:15:00|240|Cefqrn|W|4|5|2|4
2021-06-05 19:16:00|240|WorldTeller|L|1|3|5|4
2021-06-05 19:16:00|240|moonsheep|W|2|6|1|3
2021-06-05 19:16:00|10|Binkiklou|L|1|4|4|2
2021-06-05 19:16:00|240|Benjaniniooo|L|5|2|4|5
2021-06-05 19:16:00|240|Cefqrn|W|4|6|3|6
2021-06-05 19:16:00|240|WorldTeller|W|4|5|4|2
2021-06-05 19:16:00|240|Benjaniniooo|L|2|1|3|1
2021-06-05 19:16:00|240|WorldTeller|W|6|4|4|5
2021-06-05 19:16:00|240|moonsheep|L|5|2|2|6
2021-06-05 19:17:00|240|Binkiklou|W|4|6|4|1
2021-06-05 19:17:00|240|Benjaniniooo|L|1|1|6|6
2021-06-05 19:17:00|240|WorldTeller|W|4|3|2|2
2021-06-05 19:17:00|10|Cefqrn|L|1|3|5|3
2021-06-05 19:17:00|240|moonsheep|L|1|1|6|3
2021-06-05 19:17:00|30|Cefqrn|W|6|6|0|0
2021-06-05 19:17:00|240|WorldTeller|W|6|4|1|5
2021-06-05 19:17:00|240|Benjaniniooo|W|1|5|1|2
2021-06-05 19:17:00|240|moonsheep|L|3|4|3|6
2021-06-05 19:17:00|240|WorldTeller|L|4|2|3|4
2021-06-05 19:18:00|240|Benjaniniooo|W|6|5|3|4
2021-06-05 19:18:00|240|Cefqrn|L|2|4|6|1
2021-06-05 19:18:00|240|moonsheep|L|1|6|6|3
2021-06-05 19:18:00|240|WorldTeller|L|5|5|6|5
2021-06-05 19:18:00|240|Benjaniniooo|L|1|1|1|5
2021-06-05 19:18:00|240|Cefqrn|L|1|1|6|1
2021-06-05 19:18:00|240|WorldTeller|D|6|4|6|4
2021-06-05 19:19:00|240|Cefqrn|L|3|4|5|4
2021-06-05 19:19:00|240|WorldTeller|W|2|3|3|1
2021-06-05 19:19:00|240|Benjaniniooo|D|3|4|4|3
2021-06-05 19:19:00|129|moonsheep|W|6|5|5|4
2021-06-05 19:19:00|240|WorldTeller|D|4|2|1|5
2021-06-05 19:19:00|240|Benjaniniooo|L|4|4|5|4
2021-06-05 19:19:00|240|Cefqrn|L|2|6|5|6
2021-06-05 19:19:00|240|WorldTeller|W|6|5|3|4
2021-06-05 19:19:00|240|Benjaniniooo|D|5|3|3|5
2021-06-05 19:19:00|240|Cefqrn|W|3|6|3|4
2021-06-05 19:20:00|240|WorldTeller|W|1|6|3|3
2021-06-05 19:20:00|240|Binkiklou|L|1|1|4|1
2021-06-05 19:20:00|240|Cefqrn|W|4|5|1|6
2021-06-05 19:20:00|240|WorldTeller|L|5|1|6|1
2021-06-05 19:20:00|240|moonsheep|W|6|5|3|5
2021-06-05 19:20:00|240|Benjaniniooo|W|6|2|2|3
2021-06-05 19:20:00|240|WorldTeller|L|1|2|2|5
2021-06-05 19:20:00|240|Cefqrn|L|2|1|6|6
2021-06-05 19:21:00|240|moonsheep|W|2|6|1|2
2021-06-05 19:21:00|240|Cefqrn|L|1|5|3|6
2021-06-05 19:21:00|240|WorldTeller|L|2|3|3|4
2021-06-05 19:21:00|240|Benjaniniooo|L|1|5|1|6
2021-06-05 19:21:00|240|moonsheep|L|2|1|3|4
2021-06-05 19:21:00|240|WorldTeller|L|2|2|2|3
2021-06-05 19:21:00|240|Cefqrn|L|2|6|5|4
2021-06-05 19:21:00|240|moonsheep|D|1|3|1|3
2021-06-05 19:21:00|240|Benjaniniooo|L|2|5|5|3
2021-06-05 19:21:00|240|LegatAbyssWalker|W|6|3|1|6
2021-06-05 19:22:00|10|Binkiklou|L|2|3|3|5
2021-06-05 19:22:00|240|LegatAbyssWalker|W|6|6|0|0
2021-06-05 19:22:00|240|WorldTeller|L|2|2|1|5
2021-06-05 19:22:00|240|Cefqrn|D|2|5|1|6
2021-06-05 19:22:00|10|Binkiklou|L|2|1|3|5
2021-06-05 19:22:00|240|moonsheep|L|5|3|6|3
2021-06-05 19:22:00|240|Cefqrn|L|4|1|4|5
2021-06-05 19:22:00|240|WorldTeller|W|6|4|4|2
2021-06-05 19:22:00|240|LegatAbyssWalker|L|6|2|5|5
2021-06-05 19:23:00|240|Cefqrn|W|4|3|4|2
2021-06-05 19:23:00|240|WorldTeller|W|6|2|1|6
2021-06-05 19:23:00|240|LegatAbyssWalker|W|4|6|6|3
2021-06-05 19:23:00|240|WorldTeller|L|6|1|5|5
2021-06-05 19:23:00|240|WorldTeller|L|4|1|6|2
2021-06-05 19:23:00|240|WorldTeller|L|2|3|5|3
2021-06-05 19:24:00|240|moonsheep|L|3|4|5|5
2021-06-05 19:24:00|240|WorldTeller|W|2|6|4|1
2021-06-05 19:24:00|240|WorldTeller|W|3|2|1|3
2021-06-05 19:24:00|240|WorldTeller|L|2|2|4|6
2021-06-05 19:24:00|240|WorldTeller|W|5|3|5|1
2021-06-05 19:24:00|10|Binkiklou|W|6|4|3|6
2021-06-05 19:24:00|240|WorldTeller|W|6|5|5|4
2021-06-05 19:25:00|100|Binkiklou|D|6|5|5|6
2021-06-05 19:25:00|240|WorldTeller|L|3|3|6|3
2021-06-05 19:25:00|240|WorldTeller|W|5|4|1|4
2021-06-05 19:25:00|240|LegatAbyssWalker|L|1|6|5|3
2021-06-05 19:25:00|50|Binkiklou|D|4|3|5|2
2021-06-05 19:25:00|240|WorldTeller|W|6|4|2|1
2021-06-05 19:25:00|18|moonsheep|W|6|6|0|0
2021-06-05 19:25:00|240|LegatAbyssWalker|W|5|4|5|2
2021-06-05 19:25:00|240|WorldTeller|W|3|3|2|3
2021-06-05 19:25:00|72|moonsheep|L|5|2|4|4
2021-06-05 19:25:00|240|WorldTeller|L|1|5|4|3
2021-06-05 19:25:00|240|LegatAbyssWalker|D|4|2|3|3
2021-06-05 19:26:00|240|LegatAbyssWalker|W|4|5|4|2
2021-06-05 19:26:00|240|WorldTeller|L|2|2|1|5
2021-06-05 19:26:00|240|LegatAbyssWalker|W|6|1|4|1
2021-06-05 19:26:00|240|WorldTeller|L|6|2|3|6
2021-06-05 19:26:00|240|WorldTeller|L|2|4|6|1
2021-06-05 19:26:00|240|LegatAbyssWalker|W|3|1|1|2
2021-06-05 19:27:00|240|LegatAbyssWalker|W|5|5|5|3
2021-06-05 19:27:00|240|LegatAbyssWalker|W|5|5|2|3
2021-06-05 19:27:00|240|LegatAbyssWalker|L|1|2|1|6
2021-06-05 19:28:00|240|LegatAbyssWalker|D|1|4|2|3
2021-06-05 19:28:00|240|LegatAbyssWalker|L|6|1|3|6
2021-06-05 19:28:00|240|LegatAbyssWalker|L|4|1|1|6
2021-06-05 19:28:00|240|LegatAbyssWalker|L|4|2|5|3
2021-06-05 19:28:00|240|Binkiklou|L|4|1|2|6
2021-06-05 19:29:00|240|LegatAbyssWalker|W|5|2|2|3
2021-06-05 19:29:00|240|Binkiklou|D|3|5|2|6
2021-06-05 19:29:00|240|LegatAbyssWalker|L|2|4|3|6
2021-06-05 19:29:00|240|Binkiklou|L|6|2|4|6
2021-06-05 19:29:00|240|LegatAbyssWalker|L|4|5|6|6
2021-06-05 19:29:00|240|Binkiklou|W|6|6|0|0
2021-06-05 19:29:00|240|LegatAbyssWalker|L|4|1|6|1
2021-06-05 19:29:00|240|LegatAbyssWalker|W|5|3|1|6
2021-06-05 19:30:00|240|LegatAbyssWalker|W|3|6|2|1
2021-06-05 19:30:00|240|LegatAbyssWalker|L|3|2|4|2
2021-06-05 19:30:00|240|LegatAbyssWalker|W|5|2|3|1
2021-06-05 19:30:00|240|LegatAbyssWalker|D|1|6|3|4
2021-06-05 19:30:00|240|LegatAbyssWalker|L|2|6|4|6
2021-06-05 19:30:00|240|LegatAbyssWalker|W|4|5|3|5
2021-06-05 19:30:00|25|Binkiklou|W|4|4|1|6
2021-06-05 19:31:00|240|LegatAbyssWalker|L|2|2|5|6
2021-06-05 19:31:00|240|LegatAbyssWalker|L|2|5|4|4
2021-06-05 19:31:00|240|Binkiklou|W|6|3|2|3
2021-06-05 19:31:00|240|LegatAbyssWalker|W|4|3|2|3
2021-06-05 19:31:00|120|Binkiklou|L|2|1|4|2
2021-06-05 19:31:00|240|LegatAbyssWalker|W|4|6|4|3
2021-06-05 19:31:00|240|LegatAbyssWalker|D|2|3|2|3
2021-06-05 19:31:00|240|LegatAbyssWalker|W|5|2|5|1
2021-06-05 19:32:00|240|LegatAbyssWalker|L|2|3|1|6
2021-06-05 19:32:00|240|LegatAbyssWalker|L|4|2|3|5
2021-06-05 19:32:00|240|LegatAbyssWalker|D|2|3|1|4
2021-06-05 19:32:00|240|LegatAbyssWalker|L|1|3|1|5
2021-06-05 19:32:00|240|LegatAbyssWalker|L|1|1|4|6
2021-06-05 19:32:00|204|Binkiklou|W|5|4|1|6
2021-06-05 19:33:00|240|LegatAbyssWalker|W|6|4|3|6
2021-06-05 19:33:00|240|LegatAbyssWalker|W|2|5|1|1
2021-06-05 19:33:00|8|Binkiklou|W|5|5|3|4
2021-06-05 19:33:00|240|LegatAbyssWalker|W|1|6|2|1
2021-06-05 19:33:00|240|LegatAbyssWalker|W|1|6|3|3
2021-06-05 19:33:00|240|Binkiklou|W|4|5|4|4
2021-06-05 19:33:00|240|LegatAbyssWalker|L|2|6|6|6
2021-06-05 19:34:00|240|LegatAbyssWalker|W|4|6|1|5
2021-06-05 19:34:00|240|LegatAbyssWalker|L|3|1|5|4
2021-06-05 19:34:00|240|LegatAbyssWalker|L|5|4|6|5
2021-06-05 19:34:00|240|LegatAbyssWalker|W|4|3|1|3
2021-06-05 19:34:00|240|LegatAbyssWalker|L|2|3|4|4
2021-06-05 19:34:00|240|LegatAbyssWalker|W|4|3|2|4
2021-06-05 19:35:00|240|LegatAbyssWalker|D|6|1|4|3
2021-06-05 19:35:00|240|LegatAbyssWalker|W|2|5|3|2
2021-06-05 19:35:00|240|LegatAbyssWalker|L|1|1|6|5
2021-06-05 19:35:00|240|LegatAbyssWalker|W|6|4|6|1
2021-06-05 19:36:00|240|LegatAbyssWalker|W|5|6|6|4
2021-06-05 19:36:00|240|LegatAbyssWalker|W|4|3|1|3
2021-06-05 19:36:00|240|LegatAbyssWalker|L|4|1|6|2
2021-06-05 19:36:00|240|LegatAbyssWalker|L|1|2|5|2
2021-06-05 19:36:00|240|LegatAbyssWalker|W|6|2|3|4
2021-06-05 19:36:00|240|LegatAbyssWalker|L|2|3|3|6
2021-06-05 19:37:00|240|LegatAbyssWalker|L|4|1|2|4
2021-06-05 19:37:00|240|LegatAbyssWalker|W|5|5|6|2
2021-06-05 19:37:00|240|LegatAbyssWalker|L|2|4|3|5
2021-06-05 19:37:00|240|LegatAbyssWalker|L|6|2|6|6
2021-06-05 19:37:00|100|Binkiklou|L|2|3|1|5
2021-06-05 19:37:00|240|LegatAbyssWalker|D|2|4|1|5
2021-06-05 19:37:00|240|LegatAbyssWalker|D|3|1|3|1
2021-06-05 19:38:00|240|LegatAbyssWalker|W|5|6|3|4
2021-06-05 19:38:00|14|Binkiklou|W|5|4|6|1
2021-06-05 19:38:00|240|LegatAbyssWalker|D|6|1|2|5
2021-06-05 19:38:00|240|LegatAbyssWalker|L|2|3|3|3
2021-06-05 19:38:00|240|LegatAbyssWalker|W|3|3|2|2
2021-06-05 19:38:00|240|LegatAbyssWalker|W|3|5|2|2
2021-06-05 19:39:00|240|LegatAbyssWalker|L|1|3|3|5
2021-06-05 19:39:00|240|LegatAbyssWalker|L|4|1|4|3
2021-06-05 19:39:00|240|LegatAbyssWalker|D|3|3|5|1
2021-06-05 19:39:00|240|LegatAbyssWalker|L|1|4|4|4
2021-06-05 19:39:00|240|LegatAbyssWalker|D|3|1|3|1
2021-06-05 19:39:00|240|LegatAbyssWalker|D|2|5|5|2
2021-06-05 19:39:00|240|LegatAbyssWalker|W|6|3|2|6
2021-06-05 20:30:00|184|moonsheep|L|5|1|3|4
2021-06-05 22:14:00|240|WorldTeller|W|6|6|0|0
2021-06-05 22:14:00|240|Ascended|L|1|6|5|4
2021-06-05 22:15:00|240|Ascended|L|2|5|5|3
2021-06-05 22:15:00|240|WorldTeller|W|5|5|4|3
2021-06-05 22:16:00|240|Ascended|L|1|2|4|3
2021-06-05 22:41:00|240|WorldTeller|L|2|2|3|2
2021-06-05 22:41:00|240|WorldTeller|W|5|2|1|3
2021-06-05 22:41:00|240|WorldTeller|L|5|3|5|6
2021-06-05 22:41:00|240|WorldTeller|W|3|5|6|1
2021-06-05 22:41:00|240|WorldTeller|W|6|2|1|3
2021-06-05 22:42:00|240|WorldTeller|L|1|2|6|2
2021-06-05 22:43:00|240|WorldTeller|W|4|4|3|4
2021-06-05 22:43:00|240|WorldTeller|W|2|3|2|2
2021-06-05 22:43:00|240|WorldTeller|D|3|2|3|2
2021-06-05 22:43:00|240|WorldTeller|L|1|3|6|2
2021-06-05 22:43:00|240|WorldTeller|W|4|5|4|4
2021-06-05 22:43:00|240|WorldTeller|D|3|4|4|3
2021-06-05 22:44:00|240|WorldTeller|D|5|4|3|6
2021-06-05 22:44:00|240|WorldTeller|W|4|4|2|5
2021-06-05 22:44:00|240|WorldTeller|W|1|5|3|2
2021-06-05 22:44:00|240|WorldTeller|L|1|3|6|6
2021-06-05 22:45:00|240|WorldTeller|L|2|1|6|4
2021-06-05 22:45:00|240|WorldTeller|D|5|2|1|6
2021-06-05 22:45:00|240|WorldTeller|L|1|2|6|5
2021-06-05 22:45:00|240|WorldTeller|W|6|1|2|1
2021-06-05 22:45:00|240|WorldTeller|L|1|4|1|6
2021-06-05 22:45:00|240|WorldTeller|D|5|4|5|4
2021-06-05 22:46:00|240|WorldTeller|W|6|6|0|0
2021-06-05 22:46:00|240|WorldTeller|D|5|5|5|5
2021-06-05 22:46:00|240|WorldTeller|L|1|4|3|6
2021-06-05 22:46:00|240|WorldTeller|L|2|2|2|4
2021-06-05 22:46:00|240|WorldTeller|W|6|5|1|2
